subjectID,trialID,T,P,W,Label,v,a,RT,response
1,1,30,120,800,stranger,-1.5573898123222487,3.2851447267712985,0.6620000000000004,2
1,2,30,120,800,stranger,0.6332502259197897,3.2851447267712985,0.6420000000000003,1
1,3,30,120,800,stranger,2.012248722487837,3.2851447267712985,0.7820000000000005,1
1,4,30,120,800,stranger,-1.7109962906412308,3.2851447267712985,0.5840000000000003,2
1,5,30,120,800,stranger,1.6552918359616355,3.2851447267712985,0.5980000000000003,1
1,6,30,120,800,stranger,2.012952302034361,3.2851447267712985,0.4520000000000002,1
1,7,30,120,800,stranger,2.3053401087704843,3.2851447267712985,0.8280000000000005,1
1,8,30,120,800,stranger,0.5923120887081598,3.2851447267712985,0.5750000000000003,1
1,9,30,120,800,stranger,0.9711232190058441,3.2851447267712985,0.5950000000000003,1
1,10,30,120,800,stranger,2.1504538550902015,3.2851447267712985,0.6230000000000003,1
1,11,30,120,800,stranger,-0.1699378828075747,3.2851447267712985,0.4730000000000002,1
1,12,30,120,800,stranger,1.100052870163542,3.2851447267712985,0.7080000000000004,1
1,13,30,120,800,stranger,1.959765519463864,3.2851447267712985,0.6170000000000003,1
1,14,30,120,800,stranger,0.02427282690044319,3.2851447267712985,0.7690000000000003,2
1,15,30,120,800,stranger,2.420932381556037,3.2851447267712985,0.7950000000000004,1
1,16,30,120,800,stranger,0.7093779827049891,3.2851447267712985,0.5690000000000003,1
1,17,30,120,800,stranger,1.563009537031887,3.2851447267712985,0.7430000000000003,1
1,18,30,120,800,stranger,1.2302202934352051,3.2851447267712985,0.6510000000000004,1
1,19,30,120,800,stranger,-0.2247811639539885,3.2851447267712985,0.8270000000000004,2
1,20,30,120,800,stranger,2.587089157872455,3.2851447267712985,0.5540000000000003,1
1,21,30,120,800,stranger,1.487465982655292,3.2851447267712985,0.7230000000000003,1
1,22,30,120,800,stranger,0.7730325158153146,3.2851447267712985,0.6180000000000003,1
1,23,30,120,800,stranger,2.984509577275805,3.2851447267712985,0.7940000000000005,1
1,24,30,120,800,stranger,2.3817686909744737,3.2851447267712985,0.8210000000000004,1
1,25,30,120,800,stranger,0.757856511214546,3.2851447267712985,0.7390000000000003,1
1,26,30,120,800,stranger,2.2239026511360556,3.2851447267712985,0.5170000000000002,1
1,27,30,120,800,stranger,0.008218799675752786,3.2851447267712985,0.7720000000000005,2
1,28,30,120,800,stranger,0.5205829029733858,3.2851447267712985,0.5620000000000003,1
1,29,30,120,800,stranger,2.6289159740966026,3.2851447267712985,0.6730000000000004,1
1,30,30,120,800,stranger,2.5183128470900082,3.2851447267712985,0.7790000000000004,1
1,31,30,120,800,stranger,1.6628514007953639,3.2851447267712985,0.8170000000000004,1
1,32,30,120,800,stranger,0.4489181849665218,3.2851447267712985,0.7030000000000003,1
1,33,30,120,800,stranger,-0.025530834542297542,3.2851447267712985,0.7590000000000003,2
1,34,30,120,800,stranger,-1.0471819013640413,3.2851447267712985,0.7690000000000003,2
1,35,30,120,800,stranger,1.6551733224779204,3.2851447267712985,0.5710000000000003,1
1,36,30,120,800,stranger,2.1831732389550624,3.2851447267712985,0.7480000000000004,1
1,37,30,120,800,stranger,1.699476500773593,3.2851447267712985,0.6200000000000003,1
1,38,30,120,800,stranger,1.3496857539344578,3.2851447267712985,0.8000000000000005,1
1,39,30,120,800,stranger,1.735421315700179,3.2851447267712985,0.6660000000000004,1
1,40,30,120,800,stranger,2.970000045203705,3.2851447267712985,0.4950000000000002,1
1,41,30,120,800,stranger,2.5773553155682833,3.2851447267712985,0.5890000000000003,1
1,42,30,120,800,stranger,2.7419047440860993,3.2851447267712985,0.7150000000000003,1
1,43,30,120,800,stranger,1.2598700234084177,3.2851447267712985,0.42100000000000015,1
1,44,30,120,800,stranger,0.9239434462505822,3.2851447267712985,0.7680000000000005,1
1,45,30,120,800,stranger,-1.911278612173351,3.2851447267712985,0.6780000000000004,2
1,46,30,120,800,stranger,0.6417955720638217,3.2851447267712985,0.7490000000000003,2
1,47,30,120,800,stranger,0.034518581908737245,3.2851447267712985,0.6440000000000003,1
1,48,30,120,800,stranger,1.8044364278596703,3.2851447267712985,0.8060000000000005,1
1,49,30,120,800,stranger,1.523777548798579,3.2851447267712985,0.7370000000000003,1
1,50,30,120,800,stranger,1.5278968698427315,3.2851447267712985,0.5320000000000003,1
1,51,30,120,800,stranger,1.6604164207591614,3.2851447267712985,0.6880000000000004,1
