subjectID,trialID,T,P,W,Label,v,a,RT,response
1,1,80,120,800,stranger,2.3775941988917713,3.4068203531888535,0.8630000000000004,1
1,2,80,120,800,stranger,-0.2038752629565942,3.4068203531888535,0.6200000000000003,1
1,3,80,120,800,stranger,0.42795601366064895,3.4068203531888535,0.6750000000000004,1
1,4,80,120,800,stranger,-0.8598396245755463,3.4068203531888535,0.8100000000000005,2
1,5,80,120,800,stranger,1.5090220188404135,3.4068203531888535,0.6150000000000003,1
1,6,80,120,800,stranger,-1.180369400841244,3.4068203531888535,0.8420000000000005,2
1,7,80,120,800,stranger,1.5952914791769,3.4068203531888535,0.7960000000000005,1
1,8,80,120,800,stranger,1.6942290061322778,3.4068203531888535,0.7910000000000004,1
1,9,80,120,800,stranger,0.8763970471001522,3.4068203531888535,0.41900000000000015,1
1,10,80,120,800,stranger,2.245702711261269,3.4068203531888535,0.7810000000000004,1
1,11,80,120,800,stranger,3.663447019979445,3.4068203531888535,0.7040000000000004,1
1,12,80,120,800,stranger,0.9315972715285425,3.4068203531888535,0.6720000000000004,1
1,13,80,120,800,stranger,1.0660953998689104,3.4068203531888535,0.8660000000000005,1
1,14,80,120,800,stranger,0.8932393257584794,3.4068203531888535,0.5660000000000003,1
1,15,80,120,800,stranger,1.268136066480983,3.4068203531888535,0.7880000000000005,1
1,16,80,120,800,stranger,1.6604449611928747,3.4068203531888535,0.5820000000000003,1
1,17,80,120,800,stranger,2.3159459850479704,3.4068203531888535,0.6460000000000004,1
1,18,80,120,800,stranger,0.8830271763428506,3.4068203531888535,0.6240000000000003,1
1,19,80,120,800,stranger,2.2181709030778296,3.4068203531888535,0.8260000000000005,1
1,20,80,120,800,stranger,1.4070802286111435,3.4068203531888535,0.8670000000000004,1
1,21,80,120,800,stranger,0.811433653892262,3.4068203531888535,0.6230000000000003,1
1,22,80,120,800,stranger,1.4392875097960338,3.4068203531888535,0.4500000000000002,1
1,23,80,120,800,stranger,1.0743611484315365,3.4068203531888535,0.8210000000000004,1
1,24,80,120,800,stranger,2.357893851390355,3.4068203531888535,0.4520000000000002,1
1,25,80,120,800,stranger,1.4266950267779985,3.4068203531888535,0.7410000000000003,1
1,26,80,120,800,stranger,1.7088469046236727,3.4068203531888535,0.5630000000000003,1
1,27,80,120,800,stranger,1.2496196669069999,3.4068203531888535,0.7430000000000003,1
1,28,80,120,800,stranger,1.5046273197064557,3.4068203531888535,0.6180000000000003,1
1,29,80,120,800,stranger,2.1994707832859772,3.4068203531888535,0.6160000000000003,1
1,30,80,120,800,stranger,0.8697829354693852,3.4068203531888535,0.6640000000000004,1
1,31,80,120,800,stranger,1.6387207071774,3.4068203531888535,0.8300000000000005,1
1,32,80,120,800,stranger,1.0612770811320804,3.4068203531888535,0.4600000000000002,1
1,33,80,120,800,stranger,3.4527911698955958,3.4068203531888535,0.7930000000000004,1
1,34,80,120,800,stranger,2.1550960361615403,3.4068203531888535,0.7920000000000005,1
1,35,80,120,800,stranger,-0.1708249406124943,3.4068203531888535,0.6210000000000003,2
1,36,80,120,800,stranger,2.034443818001018,3.4068203531888535,0.8380000000000005,1
1,37,80,120,800,stranger,1.8062846042231637,3.4068203531888535,0.6500000000000004,1
1,38,80,120,800,stranger,2.875857498453785,3.4068203531888535,0.7530000000000003,1
1,39,80,120,800,stranger,2.158426942316685,3.4068203531888535,0.5470000000000003,1
1,40,80,120,800,stranger,2.3500881828904276,3.4068203531888535,0.6780000000000004,1
1,41,80,120,800,stranger,-0.5184362680878424,3.4068203531888535,0.5360000000000003,1
