subjectID,trialID,T,P,W,Label,v,a,RT,response
1,1,30,0,600,stranger,1.359820319238643,2.77041284353292,0.5980000000000003,1
1,2,30,0,600,stranger,2.1655859380745293,2.77041284353292,0.5880000000000003,1
1,3,30,0,600,stranger,2.6343940609109984,2.77041284353292,0.41800000000000015,1
1,4,30,0,600,stranger,0.5679382451862431,2.77041284353292,0.40300000000000014,2
1,5,30,0,600,stranger,1.2711023679895153,2.77041284353292,0.3420000000000001,1
1,6,30,0,600,stranger,-1.0792161992577682,2.77041284353292,0.5030000000000002,2
1,7,30,0,600,stranger,0.45866023875924045,2.77041284353292,0.4750000000000002,1
1,8,30,0,600,stranger,-1.6749263401517633,2.77041284353292,0.5820000000000003,2
1,9,30,0,600,stranger,0.2287684476897504,2.77041284353292,0.5310000000000002,1
1,10,30,0,600,stranger,-1.0901255088733066,2.77041284353292,0.5220000000000002,2
1,11,30,0,600,stranger,1.4419258778341426,2.77041284353292,0.5310000000000002,1
1,12,30,0,600,stranger,0.7455324045875431,2.77041284353292,0.3850000000000001,1
1,13,30,0,600,stranger,1.9957139225866913,2.77041284353292,0.5490000000000003,1
1,14,30,0,600,stranger,1.177797432468808,2.77041284353292,0.6020000000000003,1
1,15,30,0,600,stranger,1.0787875711381025,2.77041284353292,0.5680000000000003,1
1,16,30,0,600,stranger,1.3183257201684948,2.77041284353292,0.5840000000000003,1
1,17,30,0,600,stranger,2.2334506074542473,2.77041284353292,0.4810000000000002,1
1,18,30,0,600,stranger,3.7371564203161958,2.77041284353292,0.6290000000000003,1
1,19,30,0,600,stranger,1.6469412768262903,2.77041284353292,0.5410000000000003,1
1,20,30,0,600,stranger,2.115572974965517,2.77041284353292,0.5430000000000003,1
1,21,30,0,600,stranger,1.3562713985362085,2.77041284353292,0.5900000000000003,1
1,22,30,0,600,stranger,1.1167458078067525,2.77041284353292,0.5800000000000003,1
1,23,30,0,600,stranger,0.5472633263472522,2.77041284353292,0.5750000000000003,1
1,24,30,0,600,stranger,-1.2944761717020024,2.77041284353292,0.5910000000000003,2
1,25,30,0,600,stranger,1.151258730025641,2.77041284353292,0.4710000000000002,1
1,26,30,0,600,stranger,-0.33730239956592156,2.77041284353292,0.5120000000000002,2
1,27,30,0,600,stranger,-0.7806612159324035,2.77041284353292,0.5170000000000002,2
1,28,30,0,600,stranger,-1.4882933908122502,2.77041284353292,0.5430000000000003,2
1,29,30,0,600,stranger,-0.48773829136120606,2.77041284353292,0.4930000000000002,1
1,30,30,0,600,stranger,-0.6820369580840089,2.77041284353292,0.4700000000000002,2
1,31,30,0,600,stranger,-1.757030117451722,2.77041284353292,0.5160000000000002,2
1,32,30,0,600,stranger,1.0104695076727808,2.77041284353292,0.4700000000000002,1
1,33,30,0,600,stranger,-0.7502384753888481,2.77041284353292,0.5430000000000003,1
1,34,30,0,600,stranger,0.7213639137252994,2.77041284353292,0.5860000000000003,1
1,35,30,0,600,stranger,0.48556594901096006,2.77041284353292,0.5600000000000003,1
1,36,30,0,600,stranger,1.103960102637147,2.77041284353292,0.4750000000000002,1
1,37,30,0,600,stranger,1.6222467549504853,2.77041284353292,0.5360000000000003,1
1,38,30,0,600,stranger,2.2720064826442563,2.77041284353292,0.6290000000000003,1
1,39,30,0,600,stranger,2.308049399891671,2.77041284353292,0.5280000000000002,1
1,40,30,0,600,stranger,-2.7785735287477586,2.77041284353292,0.42200000000000015,2
1,41,30,0,600,stranger,-1.4208522789486313,2.77041284353292,0.5630000000000003,2
1,42,30,0,600,stranger,1.9008861384998905,2.77041284353292,0.6100000000000003,1
1,43,30,0,600,stranger,-1.1222791287836174,2.77041284353292,0.3750000000000001,2
1,44,30,0,600,stranger,-0.7841142742451764,2.77041284353292,0.6150000000000003,1
1,45,30,0,600,stranger,-0.8231785694947961,2.77041284353292,0.5660000000000003,2
1,46,30,0,600,stranger,-1.3222578751336225,2.77041284353292,0.5660000000000003,2
1,47,30,0,600,stranger,-1.0807395756287965,2.77041284353292,0.6080000000000003,2
1,48,30,0,600,stranger,1.5286017899489193,2.77041284353292,0.3440000000000001,1
1,49,30,0,600,stranger,1.5894326340063074,2.77041284353292,0.6020000000000003,1
1,50,30,0,600,stranger,2.1790596021317556,2.77041284353292,0.3810000000000001,1
1,51,30,0,600,stranger,-1.4441373404404625,2.77041284353292,0.40700000000000014,2
1,52,30,0,600,stranger,1.2772550077703748,2.77041284353292,0.3840000000000001,1
1,53,30,0,600,stranger,2.7329959230177283,2.77041284353292,0.5990000000000003,1
1,54,30,0,600,stranger,-0.5564868017648728,2.77041284353292,0.5550000000000003,2
1,55,30,0,600,stranger,0.057881026801635344,2.77041284353292,0.5410000000000003,2
1,56,30,0,600,stranger,-0.9263674627834501,2.77041284353292,0.5160000000000002,2
1,57,30,0,600,stranger,0.35262439704885196,2.77041284353292,0.4490000000000002,2
1,58,30,0,600,stranger,2.104090093150996,2.77041284353292,0.5000000000000002,1
1,59,30,0,600,stranger,-1.9406577350810936,2.77041284353292,0.5630000000000003,2
1,60,30,0,600,stranger,0.22564459509901788,2.77041284353292,0.5720000000000003,1
1,61,30,0,600,stranger,1.3784743130215404,2.77041284353292,0.3560000000000001,1
1,62,30,0,600,stranger,-0.01619577769670494,2.77041284353292,0.5580000000000003,2
1,63,30,0,600,stranger,-0.8030253489872866,2.77041284353292,0.6100000000000003,2
1,64,30,0,600,stranger,-0.9868979563805466,2.77041284353292,0.5750000000000003,2
1,65,30,0,600,stranger,-0.872480753466956,2.77041284353292,0.6020000000000003,2
1,66,30,0,600,stranger,-3.1833952710947604,2.77041284353292,0.5530000000000003,2
1,67,30,0,600,stranger,-1.4321939277453302,2.77041284353292,0.5860000000000003,2
1,68,30,0,600,stranger,-1.2872093484702627,2.77041284353292,0.4510000000000002,2
1,69,30,0,600,stranger,-0.7093706864886951,2.77041284353292,0.5680000000000003,2
1,70,30,0,600,stranger,-1.7563583433283312,2.77041284353292,0.5590000000000003,2
1,71,30,0,600,stranger,1.2138558956458132,2.77041284353292,0.42100000000000015,1
1,72,30,0,600,stranger,1.3673973870260996,2.77041284353292,0.4970000000000002,1
1,73,30,0,600,stranger,1.667088936482933,2.77041284353292,0.5400000000000003,1
1,74,30,0,600,stranger,2.237475100910057,2.77041284353292,0.43500000000000016,1
1,75,30,0,600,stranger,-2.0697754113955624,2.77041284353292,0.5810000000000003,2
1,76,30,0,600,stranger,1.2149769552659708,2.77041284353292,0.4730000000000002,1
1,77,30,0,600,stranger,-1.5040244494362378,2.77041284353292,0.6060000000000003,2
1,78,30,0,600,stranger,2.644435873940619,2.77041284353292,0.5980000000000003,1
1,79,30,0,600,stranger,-1.4893286770371024,2.77041284353292,0.5040000000000002,2
1,80,30,0,600,stranger,1.3314652501697561,2.77041284353292,0.4440000000000002,1
