groupID,subjectID,gender,age,handedness,stage,trialID,P,T,W,Shape,Label,CorrectKey,Response,RT,Correct
7,2,1,23,2,practice,1,8,0.1,1.1,circle,self,f,,NaN,0
7,2,1,23,2,practice,2,8,0.1,1.1,circle,stranger,j,f,0.516771800001152,0
7,2,1,23,2,practice,3,8,0.1,1.1,square,self,j,f,0.768968299991684,0
7,2,1,23,2,practice,4,8,0.1,1.1,square,stranger,f,,NaN,0
7,2,1,23,2,practice,5,8,0.1,1.1,circle,self,f,j,0.779577599983895,0
7,2,1,23,2,practice,6,8,0.1,1.1,square,self,j,j,0.772074700013036,1
7,2,1,23,2,practice,7,8,0.1,1.1,circle,stranger,j,f,0.747111800010316,0
7,2,1,23,2,practice,8,8,0.1,1.1,square,stranger,f,j,0.723343300021952,0
7,2,1,23,2,formal,9,8,0.1,1.1,square,self,j,j,0.607519899989711,1
7,2,1,23,2,formal,10,8,0.1,1.1,circle,self,f,f,0.8381226999918,1
7,2,1,23,2,formal,11,8,0.1,1.1,circle,stranger,j,f,0.678640300000552,0
7,2,1,23,2,formal,12,8,0.1,1.1,square,stranger,f,f,0.958027699991362,1
7,2,1,23,2,formal,13,8,0.1,1.1,circle,stranger,j,j,0.85360520001268,1
7,2,1,23,2,formal,14,8,0.1,1.1,circle,self,f,f,0.677621299983002,1
7,2,1,23,2,formal,15,8,0.1,1.1,square,self,j,j,0.663147300016135,1
7,2,1,23,2,formal,16,8,0.1,1.1,square,stranger,f,f,0.765840700012632,1
7,2,1,23,2,formal,17,8,0.1,1.1,square,self,j,j,0.62324250000529,1
7,2,1,23,2,formal,18,8,0.1,1.1,square,stranger,f,f,0.727651200024411,1
7,2,1,23,2,formal,19,8,0.1,1.1,circle,self,f,f,0.926044599997113,1
7,2,1,23,2,formal,20,8,0.1,1.1,circle,stranger,j,j,0.733830900018802,1
7,2,1,23,2,formal,21,8,0.1,1.1,circle,stranger,j,j,0.711498899996514,1
7,2,1,23,2,formal,22,8,0.1,1.1,circle,self,f,f,0.822903599997517,1
7,2,1,23,2,formal,23,8,0.1,1.1,square,self,j,j,0.631577699998161,1
7,2,1,23,2,formal,24,8,0.1,1.1,square,stranger,f,f,0.838605500000995,1
7,2,1,23,2,formal,25,8,0.1,1.1,circle,self,f,,NaN,0
7,2,1,23,2,formal,26,8,0.1,1.1,square,stranger,f,f,0.868465500010643,1
7,2,1,23,2,formal,27,8,0.1,1.1,square,self,j,j,0.615433899976779,1
7,2,1,23,2,formal,28,8,0.1,1.1,circle,stranger,j,j,0.766977300023427,1
7,2,1,23,2,formal,29,8,0.1,1.1,circle,self,f,f,0.653845199994976,1
7,2,1,23,2,formal,30,8,0.1,1.1,square,stranger,f,,NaN,0
7,2,1,23,2,formal,31,8,0.1,1.1,square,self,j,j,0.627934999996796,1
7,2,1,23,2,formal,32,8,0.1,1.1,circle,stranger,j,j,0.871429799997713,1
7,2,1,23,2,formal,33,8,0.1,1.1,circle,self,f,f,0.887807499995688,1
7,2,1,23,2,formal,34,8,0.1,1.1,circle,stranger,j,f,1.14332910001394,0
7,2,1,23,2,formal,35,8,0.1,1.1,square,self,j,j,0.823497600009432,1
7,2,1,23,2,formal,36,8,0.1,1.1,square,stranger,f,f,1.07010480001918,1
7,2,1,23,2,formal,37,8,0.1,1.1,circle,stranger,j,,NaN,0
7,2,1,23,2,formal,38,8,0.1,1.1,circle,self,f,j,1.01186060000327,0
7,2,1,23,2,formal,39,8,0.1,1.1,square,self,j,j,0.47120420000283,1
7,2,1,23,2,formal,40,8,0.1,1.1,square,stranger,f,f,0.710808500007261,1
7,2,1,23,2,formal,41,8,0.1,1.1,circle,stranger,j,,NaN,0
7,2,1,23,2,formal,42,8,0.1,1.1,square,self,j,j,0.661188600002788,1
7,2,1,23,2,formal,43,8,0.1,1.1,square,stranger,f,f,0.542122799990466,1
7,2,1,23,2,formal,44,8,0.1,1.1,circle,self,f,f,0.750384400016628,1
7,2,1,23,2,formal,45,8,0.1,1.1,square,self,j,j,0.406523600016953,1
7,2,1,23,2,formal,46,8,0.1,1.1,square,stranger,f,j,0.34332159999758,0
7,2,1,23,2,formal,47,8,0.1,1.1,circle,stranger,j,j,0.534234599996125,1
7,2,1,23,2,formal,48,8,0.1,1.1,circle,self,f,f,0.574697000003653,1
7,2,1,23,2,formal,49,8,0.1,1.1,circle,stranger,j,j,0.686732700007269,1
7,2,1,23,2,formal,50,8,0.1,1.1,square,self,j,j,0.493919500004267,1
7,2,1,23,2,formal,51,8,0.1,1.1,square,stranger,f,f,0.888097999995807,1
7,2,1,23,2,formal,52,8,0.1,1.1,circle,self,f,j,1.10233699998935,0
7,2,1,23,2,formal,53,8,0.1,1.1,circle,self,f,,NaN,0
7,2,1,23,2,formal,54,8,0.1,1.1,square,self,j,j,0.486300300020957,1
7,2,1,23,2,formal,55,8,0.1,1.1,square,stranger,f,f,0.879058799997438,1
7,2,1,23,2,formal,56,8,0.1,1.1,circle,stranger,j,,NaN,0
7,2,1,23,2,formal,57,8,0.1,1.1,square,self,j,f,0.158395900012692,0
7,2,1,23,2,formal,58,8,0.1,1.1,circle,stranger,j,j,0.846061699994607,1
7,2,1,23,2,formal,59,8,0.1,1.1,square,stranger,f,j,0.911571499978891,0
