groupID,subjectID,Type,trialID,P,T_ms,W_ms,Label,Press,Correct,RT_ms,condition_label
3,2,empirical,243,120,30,600,stranger,1,0,523.031600001559,"P=120,T=30,W=600"
3,2,empirical,245,120,30,600,stranger,1,0,412.162599997828,"P=120,T=30,W=600"
3,2,empirical,247,120,30,600,self,1,1,539.082000002963,"P=120,T=30,W=600"
3,2,empirical,251,120,30,600,stranger,1,1,365.758599997207,"P=120,T=30,W=600"
3,2,empirical,252,120,30,600,self,1,0,330.767300001753,"P=120,T=30,W=600"
3,2,empirical,253,120,30,600,stranger,1,1,443.244200003392,"P=120,T=30,W=600"
3,2,empirical,254,120,30,600,self,1,0,315.90519999736,"P=120,T=30,W=600"
3,2,empirical,258,120,30,600,self,1,0,411.65689999616,"P=120,T=30,W=600"
3,2,empirical,259,120,30,600,stranger,1,1,442.242199998873,"P=120,T=30,W=600"
3,2,empirical,262,120,30,600,self,1,1,460.195800005749,"P=120,T=30,W=600"
3,2,empirical,263,120,30,600,stranger,1,1,555.427999999665,"P=120,T=30,W=600"
3,2,empirical,266,120,30,600,stranger,1,0,395.482499996433,"P=120,T=30,W=600"
3,2,empirical,267,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,269,120,30,600,self,1,0,410.320900002262,"P=120,T=30,W=600"
3,2,empirical,271,120,30,600,stranger,1,1,489.812300002086,"P=120,T=30,W=600"
3,2,empirical,273,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,276,120,30,600,stranger,1,0,395.282699995732,"P=120,T=30,W=600"
3,2,empirical,279,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,280,120,30,600,stranger,1,0,526.957800000673,"P=120,T=30,W=600"
3,2,empirical,282,120,30,600,stranger,1,0,603.453999996418,"P=120,T=30,W=600"
3,2,empirical,283,120,30,600,self,1,1,457.16170000378,"P=120,T=30,W=600"
3,2,empirical,285,120,30,600,stranger,1,0,585.399200004758,"P=120,T=30,W=600"
3,2,empirical,286,120,30,600,self,1,1,475.153599996702,"P=120,T=30,W=600"
3,2,empirical,289,120,30,600,stranger,1,0,521.369599999161,"P=120,T=30,W=600"
3,2,empirical,290,120,30,600,self,1,1,507.866500003729,"P=120,T=30,W=600"
3,2,empirical,293,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,294,120,30,600,stranger,1,0,542.875999999524,"P=120,T=30,W=600"
3,2,empirical,297,120,30,600,self,1,1,619.699499999115,"P=120,T=30,W=600"
3,2,empirical,298,120,30,600,stranger,1,0,586.198799996055,"P=120,T=30,W=600"
3,2,empirical,301,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,303,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,305,120,30,600,self,1,1,353.13429999951,"P=120,T=30,W=600"
3,2,empirical,307,120,30,600,stranger,1,1,538.706200000888,"P=120,T=30,W=600"
3,2,empirical,309,120,30,600,self,1,1,571.758300000511,"P=120,T=30,W=600"
3,2,empirical,312,120,30,600,stranger,1,0,605.759999998554,"P=120,T=30,W=600"
3,2,empirical,313,120,30,600,self,1,1,492.157799999404,"P=120,T=30,W=600"
3,2,empirical,314,120,30,600,stranger,1,1,555.040699997335,"P=120,T=30,W=600"
3,2,empirical,319,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,320,120,30,600,self,1,1,301.295199999004,"P=120,T=30,W=600"
3,2,empirical,322,120,30,600,self,1,1,395.571000000928,"P=120,T=30,W=600"
3,2,empirical,324,120,30,600,stranger,1,0,571.528099993884,"P=120,T=30,W=600"
3,2,empirical,325,120,30,600,self,1,1,265.887499997916,"P=120,T=30,W=600"
3,2,empirical,328,120,30,600,stranger,1,1,443.444300006377,"P=120,T=30,W=600"
3,2,empirical,330,120,30,600,stranger,1,0,571.532999994815,"P=120,T=30,W=600"
3,2,empirical,332,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,333,120,30,600,stranger,1,1,556.022600001597,"P=120,T=30,W=600"
3,2,empirical,334,120,30,600,self,1,0,426.588499998616,"P=120,T=30,W=600"
3,2,empirical,337,120,30,600,self,1,1,474.01600000012,"P=120,T=30,W=600"
3,2,empirical,338,120,30,600,stranger,1,0,523.228799997014,"P=120,T=30,W=600"
3,2,empirical,341,120,30,600,stranger,1,1,505.834800002049,"P=120,T=30,W=600"
3,2,empirical,342,120,30,600,self,1,0,584.320800000569,"P=120,T=30,W=600"
3,2,empirical,347,120,30,600,self,1,1,602.149099999224,"P=120,T=30,W=600"
3,2,empirical,348,120,30,600,stranger,1,0,569.219099998008,"P=120,T=30,W=600"
3,2,empirical,350,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,351,120,30,600,stranger,1,0,430.639500002144,"P=120,T=30,W=600"
3,2,empirical,353,120,30,600,self,1,0,473.627300001681,"P=120,T=30,W=600"
3,2,empirical,354,120,30,600,stranger,1,1,488.929400002235,"P=120,T=30,W=600"
3,2,empirical,359,120,30,600,self,1,0,540.058400001726,"P=120,T=30,W=600"
3,2,empirical,360,120,30,600,stranger,1,0,554.281999997329,"P=120,T=30,W=600"
3,2,empirical,362,120,30,600,self,1,0,571.681699999317,"P=120,T=30,W=600"
3,2,empirical,363,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,366,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,367,120,30,600,self,1,0,484.108999997261,"P=120,T=30,W=600"
3,2,empirical,371,120,30,600,stranger,1,1,251.088999997592,"P=120,T=30,W=600"
3,2,empirical,372,120,30,600,self,1,1,458.486999996239,"P=120,T=30,W=600"
3,2,empirical,373,120,30,600,stranger,1,1,474.6238000007,"P=120,T=30,W=600"
3,2,empirical,375,120,30,600,self,1,1,604.32839999703,"P=120,T=30,W=600"
3,2,empirical,379,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,380,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,382,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,383,120,30,600,self,1,1,557.074800002738,"P=120,T=30,W=600"
3,2,empirical,386,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,387,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,390,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,391,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,393,120,30,600,stranger,1,0,564.213099998597,"P=120,T=30,W=600"
3,2,empirical,396,120,30,600,self,1,1,585.016899996845,"P=120,T=30,W=600"
3,2,empirical,399,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,400,120,30,600,self,1,0,543.415600004664,"P=120,T=30,W=600"
3,2,empirical,402,120,30,600,stranger,1,0,505.819300000439,"P=120,T=30,W=600"
3,2,empirical,403,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,406,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,408,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,409,120,30,600,self,1,1,562.293599999975,"P=120,T=30,W=600"
3,2,empirical,410,120,30,600,stranger,1,0,410.782399994787,"P=120,T=30,W=600"
3,2,empirical,413,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,416,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,417,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,420,120,30,600,self,1,0,428.193500003545,"P=120,T=30,W=600"
3,2,empirical,421,120,30,600,self,1,0,506.539199996041,"P=120,T=30,W=600"
3,2,empirical,424,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,426,120,30,600,self,1,1,350.160399997549,"P=120,T=30,W=600"
3,2,empirical,427,120,30,600,stranger,1,0,522.552800000994,"P=120,T=30,W=600"
3,2,empirical,431,120,30,600,stranger,1,0,618.329499993706,"P=120,T=30,W=600"
3,2,empirical,432,120,30,600,self,1,0,411.396400006197,"P=120,T=30,W=600"
3,2,empirical,433,120,30,600,self,1,0,558.232199997292,"P=120,T=30,W=600"
3,2,empirical,434,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,437,120,30,600,self,1,1,570.985999998811,"P=120,T=30,W=600"
3,2,empirical,439,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,441,120,30,600,self,1,1,604.539100000693,"P=120,T=30,W=600"
3,2,empirical,442,120,30,600,stranger,1,0,538.543700000446,"P=120,T=30,W=600"
3,2,empirical,447,120,30,600,stranger,1,0,396.442199999001,"P=120,T=30,W=600"
3,2,empirical,448,120,30,600,self,1,1,489.245700002357,"P=120,T=30,W=600"
3,2,empirical,450,120,30,600,stranger,1,1,620.713399999659,"P=120,T=30,W=600"
3,2,empirical,451,120,30,600,self,1,0,570.051800001238,"P=120,T=30,W=600"
3,2,empirical,453,120,30,600,self,1,1,555.626599998504,"P=120,T=30,W=600"
3,2,empirical,455,120,30,600,stranger,1,0,524.369599996135,"P=120,T=30,W=600"
3,2,empirical,457,120,30,600,self,1,1,593.304199996055,"P=120,T=30,W=600"
3,2,empirical,459,120,30,600,stranger,1,1,522.4698,"P=120,T=30,W=600"
3,2,empirical,462,120,30,600,stranger,1,0,537.577700000838,"P=120,T=30,W=600"
3,2,empirical,464,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,467,120,30,600,self,1,1,506.032700002834,"P=120,T=30,W=600"
3,2,empirical,468,120,30,600,stranger,1,0,523.206599995319,"P=120,T=30,W=600"
3,2,empirical,470,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,472,120,30,600,self,1,1,427.832499997749,"P=120,T=30,W=600"
3,2,empirical,475,120,30,600,stranger,1,1,507.223000000522,"P=120,T=30,W=600"
3,2,empirical,476,120,30,600,self,1,0,520.203699998092,"P=120,T=30,W=600"
3,2,empirical,478,120,30,600,stranger,1,0,396.990399996866,"P=120,T=30,W=600"
3,2,empirical,480,120,30,600,self,1,0,411.094300005061,"P=120,T=30,W=600"
3,2,empirical,483,120,30,600,stranger,1,1,426.107100000081,"P=120,T=30,W=600"
3,2,empirical,484,120,30,600,self,1,0,569.358200002171,"P=120,T=30,W=600"
3,2,empirical,486,120,30,600,self,1,0,538.523499999428,"P=120,T=30,W=600"
3,2,empirical,487,120,30,600,stranger,1,0,521.637400001055,"P=120,T=30,W=600"
3,2,empirical,491,120,30,600,stranger,1,0,570.095999995829,"P=120,T=30,W=600"
3,2,empirical,492,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,495,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,496,120,30,600,stranger,1,0,604.533199999423,"P=120,T=30,W=600"
3,2,empirical,499,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,500,120,30,600,stranger,1,0,588.187699999253,"P=120,T=30,W=600"
3,2,empirical,502,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,503,120,30,600,self,1,0,536.983899997722,"P=120,T=30,W=600"
3,2,empirical,505,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,507,120,30,600,stranger,1,1,477.83669999626,"P=120,T=30,W=600"
3,2,empirical,509,120,30,600,self,1,1,567.957200000819,"P=120,T=30,W=600"
3,2,empirical,512,120,30,600,stranger,1,1,345.537700006389,"P=120,T=30,W=600"
3,2,empirical,513,120,30,600,stranger,1,0,346.1382999958,"P=120,T=30,W=600"
3,2,empirical,514,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,518,120,30,600,stranger,1,0,252.734499998041,"P=120,T=30,W=600"
3,2,empirical,520,120,30,600,self,1,1,589.858699997421,"P=120,T=30,W=600"
3,2,empirical,522,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,523,120,30,600,self,1,0,522.834999996121,"P=120,T=30,W=600"
3,2,empirical,526,120,30,600,self,1,1,632.226900001115,"P=120,T=30,W=600"
3,2,empirical,527,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,529,120,30,600,self,1,0,381.609199997911,"P=120,T=30,W=600"
3,2,empirical,531,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,533,120,30,600,self,1,0,361.134900005709,"P=120,T=30,W=600"
3,2,empirical,535,120,30,600,stranger,1,1,281.449300004169,"P=120,T=30,W=600"
3,2,empirical,539,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,540,120,30,600,self,1,1,524.821799997881,"P=120,T=30,W=600"
3,2,empirical,541,120,30,600,self,1,0,632.101199997123,"P=120,T=30,W=600"
3,2,empirical,543,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,546,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,548,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,549,120,30,600,stranger,1,0,568.814199999906,"P=120,T=30,W=600"
3,2,empirical,550,120,30,600,self,1,0,586.245699996653,"P=120,T=30,W=600"
3,2,empirical,555,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,556,120,30,600,self,1,0,587.592799995036,"P=120,T=30,W=600"
3,2,empirical,558,120,30,600,stranger,1,1,536.982300000091,"P=120,T=30,W=600"
3,2,empirical,560,120,30,600,self,1,1,601.123300002655,"P=120,T=30,W=600"
3,2,empirical,562,120,30,600,self,1,0,602.257300000929,"P=120,T=30,W=600"
3,2,empirical,563,120,30,600,stranger,1,0,553.040099999635,"P=120,T=30,W=600"
3,2,empirical,567,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,568,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,570,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,572,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,575,120,30,600,self,1,0,552.970500000811,"P=120,T=30,W=600"
3,2,empirical,576,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,578,120,30,600,self,1,0,457.760400000552,"P=120,T=30,W=600"
3,2,empirical,580,120,30,600,stranger,1,0,618.49760000041,"P=120,T=30,W=600"
3,2,empirical,581,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,583,120,30,600,self,1,1,617.989799997304,"P=120,T=30,W=600"
3,2,empirical,585,120,30,600,stranger,1,1,521.372899995185,"P=120,T=30,W=600"
3,2,empirical,588,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,589,120,30,600,stranger,1,1,557.678400000441,"P=120,T=30,W=600"
3,2,empirical,592,120,30,600,self,1,1,617.701700000907,"P=120,T=30,W=600"
3,2,empirical,595,120,30,600,self,1,1,632.420900001307,"P=120,T=30,W=600"
3,2,empirical,596,120,30,600,stranger,1,1,569.560899995849,"P=120,T=30,W=600"
3,2,empirical,598,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,599,120,30,600,stranger,1,0,632.820699996955,"P=120,T=30,W=600"
3,2,empirical,602,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,603,120,30,600,self,1,0,605.487100001483,"P=120,T=30,W=600"
3,2,empirical,605,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,607,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,609,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,612,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,614,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,615,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,617,120,30,600,self,1,1,330.399599995872,"P=120,T=30,W=600"
3,2,empirical,618,120,30,600,stranger,1,0,473.863599996548,"P=120,T=30,W=600"
3,2,empirical,621,120,30,600,stranger,1,1,457.818499999121,"P=120,T=30,W=600"
3,2,empirical,623,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,627,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,628,120,30,600,self,1,0,456.249799994112,"P=120,T=30,W=600"
3,2,empirical,630,120,30,600,self,1,0,504.563199996483,"P=120,T=30,W=600"
3,2,empirical,631,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,2,empirical,633,120,30,600,stranger,1,1,470.904499998142,"P=120,T=30,W=600"
3,2,empirical,634,120,30,600,self,1,0,458.164700001362,"P=120,T=30,W=600"
3,2,empirical,638,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,2,empirical,639,120,30,600,stranger,1,1,395.437899998797,"P=120,T=30,W=600"
3,3,empirical,122,120,30,600,stranger,1,0,265.298900005291,"P=120,T=30,W=600"
3,3,empirical,123,120,30,600,self,1,0,233.528600001591,"P=120,T=30,W=600"
3,3,empirical,125,120,30,600,stranger,1,0,235.236000000441,"P=120,T=30,W=600"
3,3,empirical,126,120,30,600,self,1,1,234.854100002849,"P=120,T=30,W=600"
3,3,empirical,130,120,30,600,self,1,1,255.450300006487,"P=120,T=30,W=600"
3,3,empirical,131,120,30,600,stranger,1,0,315.830200001074,"P=120,T=30,W=600"
3,3,empirical,133,120,30,600,stranger,1,1,233.306499998434,"P=120,T=30,W=600"
3,3,empirical,134,120,30,600,self,1,0,233.554600003117,"P=120,T=30,W=600"
3,3,empirical,137,120,30,600,stranger,1,1,233.855899998161,"P=120,T=30,W=600"
3,3,empirical,139,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,3,empirical,141,120,30,600,stranger,1,0,234.156099999382,"P=120,T=30,W=600"
3,3,empirical,144,120,30,600,self,1,0,234.038599999622,"P=120,T=30,W=600"
3,3,empirical,147,120,30,600,self,1,0,233.044000000518,"P=120,T=30,W=600"
3,3,empirical,148,120,30,600,stranger,1,0,408.39920000144,"P=120,T=30,W=600"
3,3,empirical,151,120,30,600,self,1,0,242.725700001756,"P=120,T=30,W=600"
3,3,empirical,152,120,30,600,stranger,1,1,234.045600001991,"P=120,T=30,W=600"
3,3,empirical,153,120,30,600,self,1,0,233.808100005263,"P=120,T=30,W=600"
3,3,empirical,154,120,30,600,stranger,1,0,233.760299997812,"P=120,T=30,W=600"
3,3,empirical,158,120,30,600,self,1,0,233.351399998355,"P=120,T=30,W=600"
3,3,empirical,160,120,30,600,stranger,1,0,259.139000001596,"P=120,T=30,W=600"
3,3,empirical,161,120,30,600,stranger,1,0,233.398500000476,"P=120,T=30,W=600"
3,3,empirical,162,120,30,600,self,1,1,233.790999998746,"P=120,T=30,W=600"
3,3,empirical,167,120,30,600,self,1,0,233.988899999531,"P=120,T=30,W=600"
3,3,empirical,168,120,30,600,stranger,1,0,234.004199999617,"P=120,T=30,W=600"
3,3,empirical,169,120,30,600,self,1,1,245.130499999505,"P=120,T=30,W=600"
3,3,empirical,171,120,30,600,stranger,1,1,234.561700002814,"P=120,T=30,W=600"
3,3,empirical,173,120,30,600,stranger,1,1,285.905400000047,"P=120,T=30,W=600"
3,3,empirical,174,120,30,600,self,1,0,233.273800004099,"P=120,T=30,W=600"
3,3,empirical,177,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,3,empirical,178,120,30,600,stranger,1,0,234.274900001765,"P=120,T=30,W=600"
3,3,empirical,181,120,30,600,stranger,1,1,299.421299998357,"P=120,T=30,W=600"
3,3,empirical,182,120,30,600,self,1,0,250.474699998449,"P=120,T=30,W=600"
3,3,empirical,185,120,30,600,stranger,1,0,234.64519999834,"P=120,T=30,W=600"
3,3,empirical,188,120,30,600,self,1,0,244.748700002674,"P=120,T=30,W=600"
3,3,empirical,189,120,30,600,self,1,0,242.460699999356,"P=120,T=30,W=600"
3,3,empirical,192,120,30,600,stranger,1,0,233.221599999524,"P=120,T=30,W=600"
3,3,empirical,195,120,30,600,stranger,1,0,233.286400005454,"P=120,T=30,W=600"
3,3,empirical,196,120,30,600,self,1,1,234.324500001094,"P=120,T=30,W=600"
3,3,empirical,198,120,30,600,self,1,0,233.853500001715,"P=120,T=30,W=600"
3,3,empirical,200,120,30,600,stranger,1,0,233.19270000502,"P=120,T=30,W=600"
3,3,empirical,201,120,30,600,self,1,0,234.467599999334,"P=120,T=30,W=600"
3,3,empirical,202,120,30,600,stranger,1,0,234.698600004776,"P=120,T=30,W=600"
3,3,empirical,205,120,30,600,stranger,1,1,233.267900002829,"P=120,T=30,W=600"
3,3,empirical,206,120,30,600,self,1,0,234.002400000463,"P=120,T=30,W=600"
3,3,empirical,210,120,30,600,self,1,1,234.08250000648,"P=120,T=30,W=600"
3,3,empirical,211,120,30,600,stranger,1,0,233.512200000405,"P=120,T=30,W=600"
3,3,empirical,213,120,30,600,stranger,1,0,233.652999995684,"P=120,T=30,W=600"
3,3,empirical,214,120,30,600,self,1,0,233.485999997356,"P=120,T=30,W=600"
3,3,empirical,218,120,30,600,stranger,1,0,233.233500002825,"P=120,T=30,W=600"
3,3,empirical,220,120,30,600,self,1,0,234.284999998636,"P=120,T=30,W=600"
3,3,empirical,221,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,3,empirical,222,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,226,120,30,600,self,1,0,233.528699995077,"P=120,T=30,W=600"
3,3,empirical,227,120,30,600,stranger,1,0,233.306300004188,"P=120,T=30,W=600"
3,3,empirical,230,120,30,600,stranger,1,0,233.451400003105,"P=120,T=30,W=600"
3,3,empirical,232,120,30,600,self,1,0,233.599400002277,"P=120,T=30,W=600"
3,3,empirical,234,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,235,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,3,empirical,238,120,30,600,stranger,1,1,235.204999997222,"P=120,T=30,W=600"
3,3,empirical,239,120,30,600,self,1,0,233.090800000355,"P=120,T=30,W=600"
3,3,empirical,242,120,30,600,stranger,1,0,252.143300000171,"P=120,T=30,W=600"
3,3,empirical,243,120,30,600,self,1,0,234.514600000693,"P=120,T=30,W=600"
3,3,empirical,245,120,30,600,self,1,1,233.16490000434,"P=120,T=30,W=600"
3,3,empirical,247,120,30,600,stranger,1,0,233.502100003534,"P=120,T=30,W=600"
3,3,empirical,251,120,30,600,self,1,0,234.952899998461,"P=120,T=30,W=600"
3,3,empirical,252,120,30,600,stranger,1,1,233.368000001065,"P=120,T=30,W=600"
3,3,empirical,253,120,30,600,self,1,1,233.236200001556,"P=120,T=30,W=600"
3,3,empirical,254,120,30,600,stranger,1,0,233.06340000272,"P=120,T=30,W=600"
3,3,empirical,258,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,259,120,30,600,self,1,0,233.419500000309,"P=120,T=30,W=600"
3,3,empirical,262,120,30,600,stranger,1,1,233.578699997452,"P=120,T=30,W=600"
3,3,empirical,263,120,30,600,self,1,1,234.415800005081,"P=120,T=30,W=600"
3,3,empirical,266,120,30,600,self,1,1,233.597999998892,"P=120,T=30,W=600"
3,3,empirical,267,120,30,600,stranger,1,0,233.362300001318,"P=120,T=30,W=600"
3,3,empirical,269,120,30,600,stranger,1,1,233.215500004007,"P=120,T=30,W=600"
3,3,empirical,271,120,30,600,self,1,0,245.027099997969,"P=120,T=30,W=600"
3,3,empirical,273,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,276,120,30,600,self,1,0,233.388400003605,"P=120,T=30,W=600"
3,3,empirical,279,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,280,120,30,600,self,1,1,276.557599994703,"P=120,T=30,W=600"
3,3,empirical,282,120,30,600,self,1,0,233.263000001898,"P=120,T=30,W=600"
3,3,empirical,283,120,30,600,stranger,1,1,283.095799997682,"P=120,T=30,W=600"
3,3,empirical,285,120,30,600,self,1,0,233.287100003508,"P=120,T=30,W=600"
3,3,empirical,286,120,30,600,stranger,1,1,233.221099995717,"P=120,T=30,W=600"
3,3,empirical,289,120,30,600,self,1,0,233.390699999291,"P=120,T=30,W=600"
3,3,empirical,290,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,293,120,30,600,stranger,1,0,234.301000004052,"P=120,T=30,W=600"
3,3,empirical,294,120,30,600,self,1,0,233.492300001672,"P=120,T=30,W=600"
3,3,empirical,297,120,30,600,stranger,1,1,266.379499997129,"P=120,T=30,W=600"
3,3,empirical,298,120,30,600,self,1,0,314.41420000192,"P=120,T=30,W=600"
3,3,empirical,301,120,30,600,self,1,0,233.85650000273,"P=120,T=30,W=600"
3,3,empirical,303,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,305,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,307,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,3,empirical,309,120,30,600,stranger,1,1,233.535200000915,"P=120,T=30,W=600"
3,3,empirical,312,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,3,empirical,313,120,30,600,stranger,1,0,271.884399997361,"P=120,T=30,W=600"
3,3,empirical,314,120,30,600,self,1,0,233.76609999832,"P=120,T=30,W=600"
3,3,empirical,319,120,30,600,self,1,0,233.323400003428,"P=120,T=30,W=600"
3,3,empirical,320,120,30,600,stranger,1,1,234.094599996752,"P=120,T=30,W=600"
3,3,empirical,322,120,30,600,stranger,1,1,234.472199997981,"P=120,T=30,W=600"
3,3,empirical,324,120,30,600,self,1,1,233.248000004096,"P=120,T=30,W=600"
3,3,empirical,325,120,30,600,stranger,1,1,233.986100000038,"P=120,T=30,W=600"
3,3,empirical,328,120,30,600,self,1,1,234.271000001172,"P=120,T=30,W=600"
3,3,empirical,330,120,30,600,self,1,1,282.487699994817,"P=120,T=30,W=600"
3,3,empirical,332,120,30,600,stranger,1,0,234.235799995076,"P=120,T=30,W=600"
3,3,empirical,333,120,30,600,self,1,0,266.040700000303,"P=120,T=30,W=600"
3,3,empirical,334,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,337,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,338,120,30,600,self,1,1,235.07100000279,"P=120,T=30,W=600"
3,3,empirical,341,120,30,600,self,1,0,233.277899998939,"P=120,T=30,W=600"
3,3,empirical,342,120,30,600,stranger,1,1,233.7939,"P=120,T=30,W=600"
3,3,empirical,347,120,30,600,stranger,1,0,272.09660000517,"P=120,T=30,W=600"
3,3,empirical,348,120,30,600,self,1,1,267.20970000315,"P=120,T=30,W=600"
3,3,empirical,350,120,30,600,stranger,1,1,233.224100004009,"P=120,T=30,W=600"
3,3,empirical,351,120,30,600,self,1,0,252.942899998743,"P=120,T=30,W=600"
3,3,empirical,353,120,30,600,stranger,1,1,234.185599998455,"P=120,T=30,W=600"
3,3,empirical,354,120,30,600,self,1,1,235.236500004248,"P=120,T=30,W=600"
3,3,empirical,359,120,30,600,stranger,1,1,239.85410000023,"P=120,T=30,W=600"
3,3,empirical,360,120,30,600,self,1,0,233.596700003545,"P=120,T=30,W=600"
3,3,empirical,362,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,363,120,30,600,self,0,0,,"P=120,T=30,W=600"
3,3,empirical,366,120,30,600,self,1,1,233.487299999979,"P=120,T=30,W=600"
3,3,empirical,367,120,30,600,stranger,0,0,,"P=120,T=30,W=600"
3,3,empirical,371,120,30,600,self,1,1,233.390100001998,"P=120,T=30,W=600"
3,3,empirical,372,120,30,600,stranger,1,0,233.322200001567,"P=120,T=30,W=600"
3,3,empirical,373,120,30,600,self,1,0,234.035300003598,"P=120,T=30,W=600"
3,3,empirical,375,120,30,600,stranger,1,1,233.328000002075,"P=120,T=30,W=600"
3,3,empirical,379,120,30,600,self,1,0,233.965499995975,"P=120,T=30,W=600"
