groupID,subjectID,Type,condition_label,mean_RT_self,mean_RT_stranger,sd_RT_self,sd_RT_stranger,mean_ACC_self,mean_ACC_stranger,sd_ACC_self,sd_ACC_stranger,n_self,n_stranger,cohen_d_RT,cohen_d_ACC
6,1,simulated,"P=120,T=500,W=1500",510.869230769231,1091.95384615383,93.4813655900576,369.958804778506,1,0.992307692307692,0,0.0877058019307029,130,130,2.15358161438492,0.124034734589208
6,2,simulated,"P=120,T=500,W=1500",454.830769230769,1066.14615384614,81.1086111202338,398.565744754932,1,0.969230769230769,0,0.173359935576158,130,130,2.12553817719483,0.251005304732117
6,3,empirical,"P=120,T=500,W=1500",943.215899999496,1057.97793600173,249.944604983411,272.954711603361,0.938461538461539,0.930769230769231,0.241245031401497,0.25482815423968,130,130,0.438520683926248,0.0310011745822574
6,3,simulated,"P=120,T=500,W=1500",431.361538461539,1022.06923076922,65.6504726239982,394.293385995378,1,0.953846153846154,0,0.210629858728987,130,130,2.08992230570592,0.30988671587362
6,4,empirical,"P=120,T=500,W=1500",900.755420471789,1118.66331371012,253.265951616462,312.179775310942,0.961538461538461,0.853846153846154,0.193051631999758,0.354626967707481,130,130,0.766597638739321,0.377195894739421
6,4,simulated,"P=120,T=500,W=1500",411.330769230769,969.115384615375,74.592161242208,409.201313860722,1,0.938461538461539,0,0.241245031401497,130,130,1.89647139096885,0.360747437614283
6,5,empirical,"P=120,T=500,W=1500",851.800714913304,907.036023893164,260.482296867269,283.402830359912,0.792307692307692,0.684615384615385,0.407224560379194,0.466466436301249,130,130,0.202933757102313,0.245957871503176
6,5,simulated,"P=120,T=500,W=1500",470.438461538462,1068.39230769229,80.4054651085374,424.850735232003,1,0.976923076923077,0,0.15072870106185,130,130,1.95571069789123,0.216519464198352
6,6,simulated,"P=120,T=500,W=1500",434.907692307692,996.653846153835,78.0624323937093,419.808718190554,1,0.976923076923077,0,0.15072870106185,130,130,1.86046859583939,0.216519464198352
6,7,simulated,"P=120,T=500,W=1500",474.784615384616,1044.95384615384,79.0442898726963,363.844073032948,1,0.984615384615385,0,0.123553044479845,130,130,2.1656554635712,0.176095472356944
6,8,simulated,"P=120,T=500,W=1500",459.761538461539,1000.16153846153,72.1142293527025,384.830150872898,1,0.961538461538461,0,0.193051631999758,130,130,1.95194132271887,0.281752755771111
6,9,empirical,"P=120,T=500,W=1500",851.124459524288,806.664322035416,198.608972753888,154.481137758628,0.923076923076923,0.938461538461539,0.267500188086136,0.241245031401497,130,130,-0.249890547016424,-0.0604002487184353
6,10,empirical,"P=120,T=500,W=1500",819.613985090799,904.377313334332,178.141646648656,195.090708757285,0.853846153846154,0.807692307692308,0.35462696770748,0.395638113677934,130,130,0.453744495057115,0.122850039488794
6,12,empirical,"P=120,T=500,W=1500",856.941357028973,1099.20707230429,205.095527656638,309.160899090208,0.953846153846154,0.869230769230769,0.210629858728987,0.338452051691192,130,130,0.9234796057625,0.300180347003893
6,13,empirical,"P=120,T=500,W=1500",933.699433855881,886.29833333719,252.170238375377,181.092044396502,0.976923076923077,0.969230769230769,0.15072870106185,0.173359935576158,130,130,-0.215923839720762,0.0473550763852451
6,15,empirical,"P=120,T=500,W=1500",779.354599120684,838.982293791997,215.244317229215,174.481759143001,0.830769230769231,0.776923076923077,0.376406129386483,0.417919999305988,130,130,0.304337824311833,0.135392161821802
6,16,empirical,"P=120,T=500,W=1500",794.75155625308,820.109661052465,149.981541561586,148.441675840324,0.692307692307692,0.807692307692308,0.463323916799418,0.395638113677933,130,130,0.16994500252811,-0.267830330976381
7,1,simulated,"P=120,T=30,W=800",635.323076923077,684.546153846154,114.331845000231,109.879928233064,1,0.792307692307692,0,0.407224560379195,130,130,0.438990119552657,0.721275941867365
7,2,simulated,"P=120,T=30,W=800",574.923076923077,648.392307692308,123.821866009551,113.85455812345,1,0.784615384615385,0,0.412679190764644,130,130,0.617686101433969,0.738103231323707
7,3,simulated,"P=120,T=30,W=800",562.038461538462,624.915384615385,134.056299861284,131.581968712134,0.992307692307692,0.730769230769231,0.0877058019307029,0.445276006008111,130,130,0.473382061237374,0.814996844519379
7,4,simulated,"P=120,T=30,W=800",609.769230769231,663.715384615385,121.050859864035,106.465864865852,1,0.730769230769231,0,0.445276006008111,130,130,0.473245642088124,0.855087182145088
7,5,simulated,"P=120,T=30,W=800",637.776923076923,670.676923076923,118.613780483938,107.583983086776,0.992307692307692,0.723076923076923,0.0877058019307029,0.449209203785555,130,130,0.290550673908806,0.831892380065339
7,6,simulated,"P=120,T=30,W=800",601.815384615385,656.092307692308,120.154150642072,102.1161708226,0.992307692307692,0.815384615384615,0.0877058019307029,0.389486152934055,130,130,0.486786274238321,0.62670986862497
7,7,simulated,"P=120,T=30,W=800",634.107692307693,680.153846153847,110.13728192852,100.662723487004,1,0.830769230769231,0,0.376406129386483,130,130,0.43642992107522,0.635825057915701
7,8,simulated,"P=120,T=30,W=800",660.33076923077,678.653846153847,102.152066950941,100.536368639418,0.992307692307692,0.776923076923077,0.0877058019307029,0.417919999305988,130,130,0.180794673881304,0.713308612337658
8,1,simulated,"P=120,T=80,W=800",618.953846153847,712.484615384616,123.087594796732,116.97824846608,1,0.884615384615385,0,0.320721458628893,130,130,0.778957105037596,0.508785687941574
8,2,simulated,"P=120,T=80,W=800",593.876923076923,695.792307692308,137.468813398261,124.821652374939,1,0.876923076923077,0,0.329796381047002,130,130,0.776216660282902,0.52777126685853
8,3,simulated,"P=120,T=80,W=800",579.461538461539,660.907692307693,131.583625300518,131.798027661299,1,0.869230769230769,0,0.338452051691192,130,130,0.618464695204766,0.546416010099064
8,4,simulated,"P=120,T=80,W=800",616.738461538462,683.423076923077,126.434071666758,124.017494726394,1,0.853846153846154,0,0.354626967707481,130,130,0.532490272380645,0.582845553906813
8,5,simulated,"P=120,T=80,W=800",685.269230769231,748.307692307693,110.391817221573,87.26808434371,1,0.915384615384615,0,0.279385132880504,130,130,0.633527231621391,0.428312785561407
8,6,simulated,"P=120,T=80,W=800",671.8,721.184615384616,121.277336085775,102.377533919319,1,0.907692307692308,0,0.290579582453446,130,130,0.440046102219513,0.449249700445885
8,7,simulated,"P=120,T=80,W=800",629.323076923077,703.507692307693,124.95538524024,121.934042798076,1,0.907692307692308,0,0.290579582453446,130,130,0.600909173516053,0.449249700445885
8,8,simulated,"P=120,T=80,W=800",618.7,703.469230769231,123.695904314517,121.154663691859,1,0.9,0,0.301160545919622,130,130,0.692378753547683,0.469587926285185
8,9,empirical,"P=120,T=80,W=800",412.726513225554,426.268746919798,131.858711998868,128.198611434383,0.7,0.438461538461539,0.460030332670297,0.498118104264505,130,130,0.104137752934957,0.545493908042486
9,1,empirical,,582.130096563748,619.699888232657,110.194688733787,109.144431239039,0.830769230769231,0.692307692307692,0.375678773867437,0.462428604046304,260,260,0.342568721782134,0.328658914549823
9,2,empirical,,618.316949179137,630.522262500987,90.8569338359387,104.125772095148,0.746153846153846,0.507692307692308,0.436049985826842,0.50090503182325,260,260,0.124904921364588,0.507798800569303
9,3,empirical,,595.119885091359,680.66691157261,99.0707867188865,125.310339232821,0.838461538461539,0.546153846153846,0.368736675646369,0.498825469304493,260,260,0.757354371531913,0.666409731918252
9,4,empirical,,579.66674916194,667.851577887912,106.592476956124,104.529931955335,0.876923076923077,0.684615384615385,0.329159092758666,0.465565051041008,260,260,0.835350650141991,0.476985844286782
9,5,empirical,,583.846432557546,600.457255912791,98.5863265444644,94.4986470026016,0.938461538461539,0.853846153846154,0.240778856992174,0.353941697564338,260,260,0.172018587930831,0.279539579062271
9,6,empirical,,612.487556876341,693.202253569672,110.132415937724,129.214692805466,0.830769230769231,0.523076923076923,0.375678773867437,0.500430465130421,260,260,0.672323892971678,0.69539185228907
