"subjectID","d_RT","d_ACC"
1,0.0937364243499789,0
2,0.34759046595355,0.372106909222489
3,0.768330360995173,0.28595610910562
4,-0.130928588433725,-0.206823790493921
5,0.228246377715143,0.287781369207556
6,0.219971346917648,0.335463686808966
7,0.382414426268407,0.121435348143782
8,0.251547254374436,0.227299328779858
