groupID,group_d_mean,group_d_lower,group_d_upper
1,-0.00836314313965166,-0.00836314313965166,-0.00836314313965166
2,0.426572703278699,0.426572703278699,0.426572703278699
3,0.344984369622882,0.344984369622882,0.344984369622882
4,0.583945610950014,0.583945610950014,0.583945610950014
5,0.502519019968265,0.502519019968265,0.502519019968265
6,0.255808751075849,0.255808751075849,0.255808751075849
8,0.529167926609926,0.529167926609926,0.529167926609926
9,0.341669023754517,0.341669023754517,0.341669023754517
