groupID,group_d_mean,group_d_lower,group_d_upper
1,0.00321225619137419,0.00321225619137419,0.00321225619137419
2,0.045024410597895,0.045024410597895,0.045024410597895
3,-0.0355117607325185,-0.0355117607325185,-0.0355117607325185
4,0.119062164333318,0.119062164333318,0.119062164333318
5,0.440596371157848,0.440596371157848,0.440596371157848
6,0.300981168433785,0.300981168433785,0.300981168433785
8,0.104087259820017,0.104087259820017,0.104087259820017
9,0.350887154895941,0.350887154895941,0.350887154895941
