groupID,subjectID,gender,age,handedness,stage,trialID,P,T,W,Shape,Label,CorrectKey,Response,RT,Correct
7,3,1,23,2,practice,1,8,0.1,1.1,square,stranger,j,f,0.633112200011965,0
7,3,1,23,2,practice,2,8,0.1,1.1,circle,stranger,f,f,0.875832399993669,1
7,3,1,23,2,practice,3,8,0.1,1.1,circle,self,j,j,0.69889129998046,1
7,3,1,23,2,practice,4,8,0.1,1.1,square,self,f,j,0.7703896999883,0
7,3,1,23,2,practice,5,8,0.1,1.1,circle,stranger,f,,NaN,0
7,3,1,23,2,practice,6,8,0.1,1.1,square,stranger,j,,NaN,0
7,3,1,23,2,practice,7,8,0.1,1.1,square,self,f,f,0.796112699987134,1
7,3,1,23,2,practice,8,8,0.1,1.1,circle,self,j,j,0.562684200005606,1
7,3,1,23,2,formal,9,8,0.1,1.1,square,stranger,j,,NaN,0
7,3,1,23,2,formal,10,8,0.1,1.1,circle,stranger,f,,NaN,0
7,3,1,23,2,formal,11,8,0.1,1.1,circle,self,j,,NaN,0
7,3,1,23,2,formal,12,8,0.1,1.1,square,self,f,,NaN,0
7,3,1,23,2,formal,13,8,0.1,1.1,square,stranger,j,,NaN,0
7,3,1,23,2,formal,14,8,0.1,1.1,circle,stranger,f,,NaN,0
7,3,1,23,2,formal,15,8,0.1,1.1,square,self,f,,NaN,0
7,3,1,23,2,formal,16,8,0.1,1.1,circle,self,j,,NaN,0
7,3,1,23,2,formal,17,8,0.1,1.1,square,self,f,,NaN,0
7,3,1,23,2,formal,18,8,0.1,1.1,circle,stranger,f,,NaN,0
7,3,1,23,2,formal,19,8,0.1,1.1,circle,self,j,j,0.599550500017358,1
7,3,1,23,2,formal,20,8,0.1,1.1,square,stranger,j,f,0.671446499996819,0
7,3,1,23,2,formal,21,8,0.1,1.1,square,stranger,j,j,1.12712839999585,1
7,3,1,23,2,formal,22,8,0.1,1.1,circle,self,j,j,1.00646710000001,1
7,3,1,23,2,formal,23,8,0.1,1.1,circle,stranger,f,f,0.903120999981184,1
7,3,1,23,2,formal,24,8,0.1,1.1,square,self,f,,NaN,0
7,3,1,23,2,formal,25,8,0.1,1.1,square,stranger,j,,NaN,0
7,3,1,23,2,formal,26,8,0.1,1.1,circle,stranger,f,,NaN,0
7,3,1,23,2,formal,27,8,0.1,1.1,circle,self,j,j,0.962774099985836,1
